tiktok_link,tiktok_description,tiktok_hashtag,username,tiktok_views,tiktok_views_full,posted_date_original,posted_date,tiktok_image,extracted_date
https://www.tiktok.com/@selangortv/video/7203692112775351578,"""Wang Ehsan Kelantan dan Terengganu disalur secara terus, bantu golongan miskin tegar"" - PM Anwar Ibrahim  #Belanjawan2023  #MalaysiaMadani  #anwaribrahim  ",#Belanjawan2023 #MalaysiaMadani #anwaribrahim,selangortv,233.7K,233700,2d ago ,2023-02-25,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/dac3cf78f20845719c284ebb589ac3b5_1677240280~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/bfa43c04c1ef4b4b9910835a99eaf3a5.image?x-expires=1677448800&x-signature=HrCxR78%2BV8uc3FRVQnBEJf6Gp%2FU%3D,2023-02-27
https://www.tiktok.com/@jason.yew/video/7203733887514791194,Pengeluaran KWSP oleh T20 akan menjejaskan dividen kepada B40 #kwsp  #kwspbersasar2  #belanjawan2023  #fahmifadzil  #kkd  #KEADILANuntukSemua  #foryou  ,#kwsp #kwspbersasar2 #belanjawan2023 #fahmifadzil #kkd #KEADILANuntukSemua #foryou,jason.yew,232.3K,232300,2d ago ,2023-02-25,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/512e72fb1a19475a85b1933cef7939b7_1677250023?x-expires=1677448800&x-signature=KsDjT%2BAtaOJkv6v8IciksdBGbe8%3D,2023-02-27
https://www.tiktok.com/@pirlosophy/video/7203715281489874203,"Replying to @mohdnasir1840  BUKAN LESEN FREE, TAPI UJIAN MEMANDU SHJ YANG FREE #belanjawan2023  ",#belanjawan2023,pirlosophy,232K,232000,2d ago ,2023-02-25,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/a5798fb8c04b4022913e7667b7016498_1677245673?x-expires=1677448800&x-signature=o6bWtQY58ZxWsdfzmLhgPJ745D4%3D,2023-02-27
https://www.tiktok.com/@beritaalhijrah114/video/7203922856814644506,"Bantuan Tunai Rahmah, miskin tegar terima sumbangan maksimum RM3,100 #beritaalhijrah  #beritaditiktok  #trendingnewsmalaysia  #belanjawan2023  #malaysiamadani  #anwaribrahim  #bantuantunairahmah  ",#beritaalhijrah #beritaditiktok #trendingnewsmalaysia #belanjawan2023 #malaysiamadani #anwaribrahim #bantuantunairahmah,beritaalhijrah114,199.2K,199200,1d ago ,2023-02-26,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/bf5ca7e95c7b46d88c714bf7f0278f35_1677294016?x-expires=1677448800&x-signature=nI0KF9jk0cxoZLaD4ZQdHPhaHqA%3D,2023-02-27
https://www.tiktok.com/@mykhabar/video/7203656670382214427,Replying to @brebundle2  #FreeLicense  #belanjawan2023baru  #malaysiamadani🤲  ,#FreeLicense #belanjawan2023baru #malaysiamadani,mykhabar,198.6K,198600,2d ago ,2023-02-25,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/osWTdtzhEfANIgBfaAhPUhCyDPERtV54jD5rQp?x-expires=1677448800&x-signature=u2%2BlkaeWs3VWk5Ns671Qd6Rz3LU%3D,2023-02-27
https://www.tiktok.com/@hishammuddinh2o/video/7203691039406738715,"Reaksi awal saya selepas #Belanjawan2023  - berkenaan kos sara hidup, saya lihat subsidi tahun ini RM64 bilion. Seingat saya, tahun lepas RM70 bilion. Persoalannya, subsidi mana dikurangkan dan harga apa yang akan meningkat? Rakyat perlu tahu.  Kedua, lega aspek perumahan anggota ATM diberi tumpuan dan perolehan LMS Fasa Kedua seperti kita rancang dulu diumumkan. Banyak hendak dikupas, insyaAllah nanti saya perincikan lebih lanjut dalam sesi perbahasan! #Malaysia  #Sembrong  #SembrongKita  #fypシ゚  #fyp  #fypviralシ  #fypviral  #fypシ゚viral  #Johor  #BarisanNasional  #NotTheEnd  #Perjuangan  #DewanRakyat  #Parlimen  #ParlimenMalaysia  #AhliParlimen  #KosSaraHidup  #AngkatanTenteraMalaysia  #Subsidi  #Pertahanan  ",#Belanjawan2023 #Malaysia #Sembrong #SembrongKita #fyp #fyp #fypviral #fypviral #fyp #Johor #BarisanNasional #NotTheEnd #Perjuangan #DewanRakyat #Parlimen #ParlimenMalaysia #AhliParlimen #KosSaraHidup #AngkatanTenteraMalaysia #Subsidi #Pertahanan,hishammuddinh2o,193.3K,193300,2d ago ,2023-02-25,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/c53c0ba8eed44fdfa629f57528bdcb95_1677240052~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/c5df995c72fd4daabbe943898c0a741a.image?x-expires=1677448800&x-signature=%2BEDHxR1L7yoUTUjMgOg0CBt3NK8%3D,2023-02-27
https://www.tiktok.com/@radiotelevisyenmalaysia/video/7203669417769585946,YAB Perdana Menteri menunjukkan keprihatinan kepada golongan miskin tegar ❤️ #MalaysiaMadani  #Belanjawan2023RTM  #Belanjawan2023  #RTMKlik  ,#MalaysiaMadani #Belanjawan2023RTM #Belanjawan2023 #RTMKlik,radiotelevisyenmalaysia,192.2K,192200,2d ago ,2023-02-25,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/1dddc96dfef041038eeec7bcac3ef20d_1677234993?x-expires=1677448800&x-signature=9GGBy0%2FvLUMnBAHzArJOsbhB2rk%3D,2023-02-27
https://www.tiktok.com/@ohbulanofficial/video/7203680906803137818,Kerajaan akan menambah caruman simpanan KWSP Akaun 1 sebanyak RM500. #Belanjawan2023TV3  #OhBulan  ,#Belanjawan2023TV3 #OhBulan,ohbulanofficial,176.8K,176800,2d ago ,2023-02-25,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/ogEt4HAE6EJbLgreLJIA3eDG2nn4YeBGYbJPae?x-expires=1677448800&x-signature=lS3f39YmyRcKkjDisOay5W2n7o0%3D,2023-02-27
https://www.tiktok.com/@buletintv3/video/7203656960162516225,BELANJAWAN 2023 | M40 Dapat Pengurangan Kadar Cukai Pendapatan Individu,#,buletintv3,168.6K,168600,2d ago ,2023-02-25,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/o4CxwSAebAIpegH8BnrH9JCiEDDgeE64UI9QbQ?x-expires=1677448800&x-signature=cUBM4ezAEP5UAbms1jikOgeOHPY%3D,2023-02-27
https://www.tiktok.com/@perikatannasionalgerik/video/7203648292083846427,Pembentangan Belanjawan 2023  #gerik  #gerikperak  #huluperak  #parlimengerik  #parlimenmalaysia  #KearahGerikBaharu  #belanjawan2023  ,#gerik #gerikperak #huluperak #parlimengerik #parlimenmalaysia #KearahGerikBaharu #belanjawan2023,perikatannasionalgerik,161.3K,161300,2d ago ,2023-02-25,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/90512b1027f34feab51c4bb21500b272_1677230126?x-expires=1677448800&x-signature=btlErqLnwpWKC5R0ExqDK5Hg6Sg%3D,2023-02-27
https://www.tiktok.com/@sinar_my/video/7203692072874937605,Demam Belanjawan 2023 punya pasal 😂 Masing-masing tengah buat kira-kira tu nak susun bajet kewangan tahun ni. #DuoSINAR  #DuoSINARBersamaErraFazira  #Belanjawan2023  ,#DuoSINAR #DuoSINARBersamaErraFazira #Belanjawan2023,sinar_my,159.3K,159300,2d ago ,2023-02-25,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/a4fa4176240a4028861f8a40f8ada861_1677240269~tplv-dmt-logom:tos-useast2a-v-0068/37fbd37b57de4b79a6b724eadd70f69a.image?x-expires=1677448800&x-signature=xrdRRH0303G7AZ9TZ2WhU7lhuzg%3D,2023-02-27
https://www.tiktok.com/@jason.yew/video/7203655404281154843,PM Anwar dapat sokongan 222 Ahli Parlimen untuk membanteras rasuah #belanjawan2023  #MalaysiaMADANI  #PMX  #anwaribrahim  #KEADILANuntukSemua  #foryou  ,#belanjawan2023 #MalaysiaMADANI #PMX #anwaribrahim #KEADILANuntukSemua #foryou,jason.yew,158.8K,158800,2d ago ,2023-02-25,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/959e6d55e7a34a9e9ebc7e1eea36f812_1677231758?x-expires=1677448800&x-signature=f8OSvqacqoPez5lgv8NvSn8YFPI%3D,2023-02-27
https://www.tiktok.com/@jomblohappy873/video/7204050398812949786,"DAULAT TUANKU PERJUANGAN BELUM BERAKHIR DAN TAMAT SUDAHKAH ANDA SEBAGAI PENCARUM MENJALANKANNYA TANGGUNGJAWAB ANDA DLM KEMPEN EMAIL DAN VIDEO? JIKA BELUM, MULAKAN LANGKAH ANDA SEKARANG. LIHAT ATAS UTK DRAFT EMAIL DAN LAIN2.  BANTU KAMI UTK BANTU ANDA.... TERIMA KASIH.  TEAM ADMIN#kwsp2023  #kwsp😆  #kwsp  #kwspbersasar  #kwspinfo  #tunggudiveden  #rakyatmalaysiabersatu  #kerajaanperpaduan  #perangbelumtamat  #viraltiktok  #pakatanharapan  #belanjawan2023  #kwsp4allrm10kkerm30k  #kwsp4all  #hargabarangnaik  #rakyatsusahmakinsusah  #kwspbersasar  #kwsp10k  @DS Ahmad Maslan  @Rafizi  @Istana Negara  @samyap24  @Azmie Bugis-AB Official  @jannahtulain_jaafar  @abangkhairulprorakyat  @najibkhanthesecond  @anwaribrahimofficial  ",#kwsp2023 #kwsp #kwsp #kwspbersasar #kwspinfo #tunggudiveden #rakyatmalaysiabersatu #kerajaanperpaduan #perangbelumtamat #viraltiktok #pakatanharapan #belanjawan2023 #kwsp4allrm10kkerm30k #kwsp4all #hargabarangnaik #rakyatsusahmakinsusah #kwspbersasar #kwsp10k,jomblohappy873,157.1K,157100,1d ago ,2023-02-26,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oQ6JMDhIEDQjmtfNS7fP5d7LYbXFLCAUzBPVAG?x-expires=1677448800&x-signature=PKNpxfsHPCkWHs%2F50QMONtsS8ds%3D,2023-02-27
https://www.tiktok.com/@youngsyefura/video/7203672607311301914,Pembentangan Belanjawan 2023 Malaysia Madani. #BelanjawanMadani  #tiktokmalaysia  #foryoupage  #fyp  ,#BelanjawanMadani #tiktokmalaysia #foryoupage #fyp,youngsyefura,155.9K,155900,2d ago ,2023-02-25,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/29938edbbaf541ed82b55d5aa73208a2_1677235736?x-expires=1677448800&x-signature=Rfcw3hMPioQpM0tRndRwit2p6nE%3D,2023-02-27
https://www.tiktok.com/@basgaranmunusamy/video/7203738804484590874,,#,basgaranmunusamy,152.3K,152300,2d ago ,2023-02-25,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oYHbea4f3EcENAerFG9IGkmAyeEYgLbjgI0nDt?x-expires=1677448800&x-signature=A4uxjz4rF%2BSiCz6p7ZnS5bgWBkY%3D,2023-02-27
https://www.tiktok.com/@jason.yew/video/7203763728968404251,Suatu ketika dulu #belanjawan2023  #ponteng  #parlimen  #marang  #hadiawang  #tghh  #foryou  ,#belanjawan2023 #ponteng #parlimen #marang #hadiawang #tghh #foryou,jason.yew,149.1K,149100,2d ago ,2023-02-25,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/027aa8940ce84204854e2d85872af766_1677256955?x-expires=1677448800&x-signature=qNCLzc6RQEFVSyT96mu%2BYORREsI%3D,2023-02-27
https://www.tiktok.com/@jomblohappy873/video/7203720036526099739,MACAI MCA SEBUT KAN HARTA DI DALAM NEGARA DAN DI LUAR NEGARA SAMPAI ISRAIL PUN ADA BIAR BETUL YA ALLAH KE FITNAH SEMATA MATA NI???#puakkayangan  #kwspbersasar  #rakyatbanturakyat  #rakyatsusahpemimpinmewah  #rakyatsusahmakinsusah  #kapitalisme  #rakyatmalaysiabersatu  #kwsp4all  #inikalilah😂  #viraltiktok  #kwsp4allrm10kkerm30k  #hargabarangnaik  #hadambaik2  #perangbelumtamat  #kwsp2023  #kwsp  #belanjawan2023  #gajibesar  #pakatanharapan  #kayangantakbagikeluarkwsp  #kwsp  ,#puakkayangan #kwspbersasar #rakyatbanturakyat #rakyatsusahpemimpinmewah #rakyatsusahmakinsusah #kapitalisme #rakyatmalaysiabersatu #kwsp4all #inikalilah #viraltiktok #kwsp4allrm10kkerm30k #hargabarangnaik #hadambaik2 #perangbelumtamat #kwsp2023 #kwsp #belanjawan2023 #gajibesar #pakatanharapan #kayangantakbagikeluarkwsp #kwsp,jomblohappy873,148.9K,148900,2d ago ,2023-02-25,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oE5Ig2eEwkzwGAHXwfL8Eghj4zOTtYAXrAEeDe?x-expires=1677448800&x-signature=SWtoWbvg92sa4ISXwLaL9FxB1bE%3D,2023-02-27
https://www.tiktok.com/@ohbulanofficial/video/7203674303697554715,"Cukai pendapatan peribadi dikurangkan sebanyak 2% bagi mereka yang berpendapatan antara RM35,000 hingga RM100,000. #Belanjawan2023TV3  #OhBulan  ",#Belanjawan2023TV3 #OhBulan,ohbulanofficial,147.2K,147200,2d ago ,2023-02-25,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/owIxQDGarL08ADnHdevZbJyQkeIEQDIgeRS0Ef?x-expires=1677448800&x-signature=Q7c2%2FCZOP6YtMJIpQGAeQlRTl4o%3D,2023-02-27
https://www.tiktok.com/@zackkirana27/video/7204079233172262170,"Ha, kawan-kawan tahu tak, Belanjawan 2023 banyak berikan kita ilmu baharu dalam istilah bahasa Melayu kali ini. Nak tahu? Jom saya kongsikan! #Belanjawan2023  #BelanjawanMADANI  #tiktokguru  #fyp  #fypシ  #foryoupage  #zackkirana  ",#Belanjawan2023 #BelanjawanMADANI #tiktokguru #fyp #fyp #foryoupage #zackkirana,zackkirana27,145.7K,145700,1d ago ,2023-02-26,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/c4a2ea460e6b4dafa3292dfff81fe746_1677330452~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/6fa30d4a661542e7bb8cd3fac502c559.image?x-expires=1677448800&x-signature=TDLc9r%2FGnicCGT%2BVX78AwI%2BMUgo%3D,2023-02-27
https://www.tiktok.com/@selangortv/video/7203743137192332570,Apakah enam intipati menarik dalam Belanjawan 2023 kali ini? Jom tengok video ini! #belanjawan2023  #malaysiamadani  #anwaribrahim  ,#belanjawan2023 #malaysiamadani #anwaribrahim,selangortv,141.9K,141900,2d ago ,2023-02-25,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/714e813df54c40bdb21a28a3f9a2f8f8_1677252282~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/8eaeb9bfacaa4cf98e4acc34d8360e01.image?x-expires=1677448800&x-signature=IQ1X%2BheB44qeQiNLJLwQQgJMBh4%3D,2023-02-27
https://www.tiktok.com/@501awani/video/7203645489449848065,"Usahawan mikro dan penjaja kecil disediakan kemudahan pinjaman di bawah agensi seperti Bank Negara Malaysia, BSN dan TEKUN. #Belanjawan2023 ",#Belanjawan2023,501awani,137.9K,137900,2d ago ,2023-02-25,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oQfLOeXEDQHIAxe1Hwb3a5OArduYHngyDBRdCV?x-expires=1677448800&x-signature=v9RiUImCnC8bej4Hc%2F7PZt%2BV5Jc%3D,2023-02-27
https://www.tiktok.com/@majoritiofficial/video/7203680345395334427,"Alamak tersasul pula, kerajaan tetap tak benarkan pengeluaran KWSP.. Baca selanjutnya dalam artikel #KWSP  #malaysiamadani  #belanjawan2023  #dsai  ",#KWSP #malaysiamadani #belanjawan2023 #dsai,majoritiofficial,133.1K,133100,2d ago ,2023-02-25,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/ocjEcbJx1gzrnfAgD04DAvEeOGe8Q654HWxLkf?x-expires=1677448800&x-signature=f%2B9jjrurQiN%2BorYp1HD6lSee4B0%3D,2023-02-27
https://www.tiktok.com/@danial.zaini/video/7203725789290974490,Kalau keluar makan dengan org perempuan sentiasa order lebih ya. #berkorbanapasaja  #makan  #lapar  #fypmakan  #fypfoodie  #lawak  #viral  #lokalfood  #makanmana  #womenalwaysright  #resepi  #malaysiafoodie  #kiedacrepe  #belanjawan2023  #betokusyairy  #bulanbintang  ,#berkorbanapasaja #makan #lapar #fypmakan #fypfoodie #lawak #viral #lokalfood #makanmana #womenalwaysright #resepi #malaysiafoodie #kiedacrepe #belanjawan2023 #betokusyairy #bulanbintang,danial.zaini,122.5K,122500,2d ago ,2023-02-25,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/8e4476b7db834634b3830a13e9e3cb49_1677248168?x-expires=1677448800&x-signature=KemI7FWXu4ec5sQ0v2frggH3Ifs%3D,2023-02-27
https://www.tiktok.com/@tiktokybviral/video/7203959694271024410,Sebillion Ringgit Yang Boleh Digunakan Dengan Cara Lebih Baik. #perikatannasional  #umno  #pakatanharapan  #anwaribrahim  #muhyiddinyassin  #ismailsabri  #pru15  #rafiziramli  #kwsp  #belanjawan2023  ,#perikatannasional #umno #pakatanharapan #anwaribrahim #muhyiddinyassin #ismailsabri #pru15 #rafiziramli #kwsp #belanjawan2023,tiktokybviral,121.9K,121900,1d ago ,2023-02-26,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/8143d9b1aae5425ca9d21410698b3522_1677302635?x-expires=1677448800&x-signature=DT9L%2B3RuAhdpf%2FPUK2AB0K4U1CM%3D,2023-02-27
https://www.tiktok.com/@hairanmetroll/video/7203850864119926043,Hairan Metroll Isu 3 #HelloHongKong  #belanjawan2023  #fy  #fyp  #liverpool  #manutd  ,#HelloHongKong #belanjawan2023 #fy #fyp #liverpool #manutd,hairanmetroll,101.3K,101300,1d ago ,2023-02-26,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/ogGkAwIQhHNTJfyGn4HEkPQE8AereJG2gAn4fr?x-expires=1677448800&x-signature=joVF1KL%2BR31GLhsMFl0evJ3KUL0%3D,2023-02-27
https://www.tiktok.com/@matmat8634/video/7203692186200837403,Berhala #marang  ponteng lagi.?? adeiii355 😁.. #tghh  #abahbest👍  #ameerah  #penunggangagama  #pnbest  #perikatannasional  #pn  #pas  #belanjawan2023  ,#marang #tghh #abahbest #ameerah #penunggangagama #pnbest #perikatannasional #pn #pas #belanjawan2023,matmat8634,47.1K,47100,2d ago ,2023-02-25,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/oIaenbOHEDCeQeT3DEHgeEsxIurKAi1ivGSjCp?x-expires=1677448800&x-signature=sMi9Lmovqlg%2B5iGMTNKt9wu0yeM%3D,2023-02-27
https://www.tiktok.com/@sitiyaya_94/video/7203738847245552922,https://www.sinarharian.com.my/article/246865/khas/belanjawan-2023/video-kerajaan-tambah-rm500-dalam-simpanan-akaun-1-kwsp Penambahan KWSP RM500?? #kwsp  #bantuankerajaan  #malaysia  #malaysiatiktok  #beritatiktok  #tiktokberita  #videoviral  #fypシ゚viral  #fy  #tiktok  #viral  #foryou  #foryourpages  #fypage  #fyp  #fypシ  #tiktokviral  #tiktokguru_malaysia  #Tiktokguru  #tiktokmalaysia🇲🇾  #belanjawan2023  #anwaribrahim  ,#kwsp #bantuankerajaan #malaysia #malaysiatiktok #beritatiktok #tiktokberita #videoviral #fyp #fy #tiktok #viral #foryou #foryourpages #fypage #fyp #fyp #tiktokviral #tiktokguru_malaysia #Tiktokguru #tiktokmalaysia #belanjawan2023 #anwaribrahim,sitiyaya_94,34.4K,34400,2d ago ,2023-02-25,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/o8ozIHCyIDPoJEbGN0HE4nlEeQIFe8YbgAmefr~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/8a61a9754ab94a87a42c29de8de82c67.image?x-expires=1677448800&x-signature=q1yS5sxJ6L%2B63TvbnRtE4u1vU3I%3D,2023-02-27
https://www.tiktok.com/@petaseh_pertang/video/7203675773448817946,#BersihMuafakatSejahtera  #partikeadilanrakyat  #pkrjelebu  #denbudakpetaseh  #teamtokmin  #cabangjelebu  #kerajaanperpaduan  #jelebu  #belanjawan2023  ,#BersihMuafakatSejahtera #partikeadilanrakyat #pkrjelebu #denbudakpetaseh #teamtokmin #cabangjelebu #kerajaanperpaduan #jelebu #belanjawan2023,petaseh_pertang,21.6K,21600,2d ago ,2023-02-25,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o0EeGkEgeCA8RDJmjarf3eb7MjnDGEAIVBPH74?x-expires=1677448800&x-signature=Vc6YL22iI187S7Oq0ifLlJRUtko%3D,2023-02-27
https://www.tiktok.com/@naznanass/video/7204436913657236762,Korang dh try ke Mee Kari Legend ni? 😏😏😏 #meekari  #meekarilegend  #meekariviral  #fypp  #fyp  #meekarisedap  #abbychoi  #meekarisedap🔥 #fypシ  #meekarimudah  #meekarimurah  #selenagomez  #fyp  #meekariviraltiktok  #meekaritiktok  #meeviral  #viral  ,#meekari #meekarilegend #meekariviral #fypp #fyp #meekarisedap #abbychoi #meekarisedap #fyp #meekarimudah #meekarimurah #selenagomez #fyp #meekariviraltiktok #meekaritiktok #meeviral #viral,naznanass,12.3K,12300,4h ago ,2023-02-26,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/owbHz2rfEsneE2RDem8xzQXmGUOVggEI0dDe9A~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/3bf6a27d517c4ac3bac814c9157bb6ca.image?x-expires=1677448800&x-signature=lWcTQCThXBco7D25xZsh9uYLTTM%3D,2023-02-27
https://www.tiktok.com/@carianterbaru/video/7203657919249026331,Bantuan lesen memandu B2 percuma #belanjawan2023  #lesenmemandu  #fyp  ,#belanjawan2023 #lesenmemandu #fyp,carianterbaru,12.1K,12100,2d ago ,2023-02-25,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/okM40AgebAIoUiftBnrHSLE6iDGeeEF57IdQyU~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/ef0fd76945804fbb8227a7d05968d638.image?x-expires=1677448800&x-signature=Sk%2BRthFi6RXoYOVRb2aG8NPCbSA%3D,2023-02-27
https://www.tiktok.com/@buletintv3/video/7203647594332048642,BELANJAWAN 2023 | RM4.2 Bilion Untuk Menaiktaraf Jalan Desa Dan Persekutuan,#,buletintv3,11.5K,11500,2d ago ,2023-02-25,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/ocrC9eD8BnabHIeG4HGVAUgwn1IEQ9qKnHfgDA?x-expires=1677448800&x-signature=uQ4Xzzhu%2B5qaG9vLngaq0uHkuqE%3D,2023-02-27
https://www.tiktok.com/@kmskamekmiaksarawak/video/7203313920835095834,"Terbaik... Perdana Menteri, Datuk Seri Anwar Ibrahim dijangka menggunakan beg fail dengan corak tenunan songket Sarawak untuk membawa dokumen Belanjawan 2023 yang akan dibentang di Parlimen esok. #tiktoksarawak  #KamekMiakSarawak  ",#tiktoksarawak #KamekMiakSarawak,kmskamekmiaksarawak,10.2K,10200,3d ago ,2023-02-24,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/ocn9PEVInMx80BTeQDb9AuANCeY89jDC5LCVO3?x-expires=1677448800&x-signature=jWDk6hmiOor1Oi0SZSWK7MAiejY%3D,2023-02-27
https://www.tiktok.com/@winmacchi/video/7204304598918630683,Kawan pening Bajet 2023 #bajet2023  #bajetbelanjawan2023  ,#bajet2023 #bajetbelanjawan2023,winmacchi,1096,1096,13h ago ,2023-02-26,https://p16-sign-va.tiktokcdn.com/tos-useast2a-p-0037-aiso/oAAzGEOHeDkBgrYINN6bEe1eLnMOjtEQQUek0g~tplv-dmt-logom:tos-useast2a-pv-0037-aiso/c9d3638d32a04d8b9b9f8cc7568e2260.image?x-expires=1677448800&x-signature=ZOxguKnaWoN2ZPT7bCnl9lFppWo%3D,2023-02-27
